# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 3.1 - Nov. 24, 2021
# Instrument: DMC_guide.instr
# Ncount: 400000000
# Trace: no
# Gravitation: no
# Seed: 1647357106043921
# Directory: 1E9_9meV
# Nodes: 5
# Param: div=20
# Param: Ei=9
# Date: Tue Mar 15 16:13:54 2022 (1647357234)
# type: array_2d(120, 120)
# Source: template_body_simple (DMC_guide.instr)
# component: divergence_monitor
# position: 0 0 41.202
# title: Divergence monitor
# Ncount: 2000000000
# filename: divergence_guide.dat
# statistics: X0=3.92697e-05; dX=0.241836; Y0=7.1897e-05; dY=0.311168;
# signal: Min=0; Max=95554.7; Mean=12402.1;
# values: 1.78591e+08 25679.2 1.75976e+08
# xvar: X 
# yvar: Y 
# xlabel: X divergence [deg]
# ylabel: Y divergence [deg]
# zvar: I
# zlabel: Signal per bin
# xylimits: -1.2 1.2 -1.2 1.2
# variables: I I_err N
# Data [divergence_monitor/divergence_guide.dat] I:
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 6.740432255e-308 1.403285719e-286 4.753607516e-267 2.575350195e-253 4.313834434e-234 3.423573563e-216 2.961701731e-203 1.29655721e-186 2.057141469e-170 1.488829584e-158 1.346303137e-143 1.486134032e-129 9.139751919e-117 1.267904878e-105 1.248651895e-93 2.661353591e-83 2.529078108e-74 5.278855999e-66 1.186184235e-59 8.126983833e-56 1.043128151e-53 1.263934671e-52 5.316069881e-52 9.049322526e-52 1.501115035e-51 2.313677893e-51 2.819887639e-51 2.928657149e-51 4.319155537e-51 4.981050408e-51 4.55577308e-51 7.183366773e-51 6.597497498e-51 9.583385134e-51 8.77232267e-51 9.162218937e-51 1.047401845e-50 9.561407817e-51 9.116571284e-51 9.439814941e-51 1.016364396e-50 9.12151693e-51 1.010919508e-50 9.899566974e-51 1.063063806e-50 1.015585629e-50 9.608799062e-51 1.051129949e-50 1.158018817e-50 1.070600814e-50 9.339390561e-51 1.072974672e-50 1.023715545e-50 1.082360562e-50 1.033016533e-50 9.883165636e-51 1.018241459e-50 1.007671875e-50 1.156421022e-50 1.034808364e-50 8.892246804e-51 1.018933079e-50 7.952989274e-51 9.439969909e-51 9.166888997e-51 8.697026402e-51 8.652038642e-51 6.806289518e-51 6.198443094e-51 6.513580506e-51 4.648647192e-51 3.866319958e-51 3.045622798e-51 2.857230689e-51 1.99693695e-51 1.26567642e-51 9.827141148e-52 5.794628768e-52 1.461626015e-52 1.148863342e-53 7.207875739e-56 5.835567848e-60 8.095091385e-66 3.270831185e-74 3.425462275e-83 4.351072696e-94 8.58015842e-106 1.163147326e-116 5.408657521e-130 1.038346914e-143 2.133679886e-158 5.868806132e-171 1.117461701e-186 1.854153572e-203 5.089081913e-216 4.381668078e-234 5.807858456e-253 2.368958788e-267 9.262138825e-288 2.44201184e-308 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 9.797321757e-321 4.177377864e-300 5.686334965e-279 1.518060122e-264 5.872607625e-243 6.618143649e-227 2.811438575e-206 5.737684644e-195 6.490140243e-177 4.173011833e-164 9.969782934e-149 1.790499668e-134 1.175050632e-120 6.387540883e-110 6.575465193e-97 5.750373575e-84 2.750729648e-75 1.571999283e-65 1.098627445e-57 9.510407327e-51 5.283703519e-46 3.072386584e-44 1.380052243e-42 2.581240299e-42 8.691427391e-42 9.045710012e-42 1.24473313e-41 2.38513744e-41 2.495030175e-41 3.450688826e-41 4.228978993e-41 3.577404716e-41 6.889848054e-41 6.86438264e-41 6.821907029e-41 6.686182911e-41 6.450991108e-41 9.835929862e-41 8.059060077e-41 8.872368158e-41 5.418843994e-41 6.888335415e-41 1.09784054e-40 8.099677303e-41 9.217353709e-41 9.046735164e-41 7.738835918e-41 1.067192459e-40 7.136260282e-41 9.92184369e-41 9.130783803e-41 7.410025269e-41 7.93202596e-41 7.676919025e-41 7.956209137e-41 6.481077136e-41 5.195237312e-41 6.294784582e-41 7.576162625e-41 6.756730437e-41 4.541557392e-41 8.066618063e-41 6.351186231e-41 6.426664432e-41 8.323923954e-41 1.055905956e-40 6.62531601e-41 7.31796846e-41 5.080653484e-41 6.515110659e-41 3.664373344e-41 5.670796323e-41 2.026342662e-41 2.308464382e-41 2.568136183e-41 1.437916219e-41 1.01994552e-41 8.338958481e-42 4.37623915e-42 7.864648713e-43 3.835909828e-44 2.280289535e-46 4.41898083e-50 2.88536553e-56 2.857193498e-65 4.959164502e-74 2.159139139e-85 1.458805462e-96 2.099289108e-106 5.628553576e-119 2.155738636e-135 8.811752763e-151 2.390910505e-161 1.782417988e-177 4.483227307e-195 1.484552594e-205 4.051897711e-227 5.228953466e-247 4.376348877e-257 1.404126504e-277 1.333617679e-299 2.211182162e-315 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 9.509557031e-315 2.506397738e-295 5.263305244e-274 7.182740756e-256 2.518645449e-241 8.119196222e-222 9.684579856e-205 2.102105945e-191 3.604583484e-174 5.332379104e-158 5.093919976e-145 4.124184935e-131 1.776127456e-117 4.46989017e-105 2.589405652e-93 2.924024025e-82 2.183231891e-71 1.252622615e-61 8.744636894e-54 2.781379558e-47 1.974765379e-43 2.974317616e-41 6.15285828e-40 1.712502516e-39 3.68733316e-39 6.579041172e-39 9.689701911e-39 9.543139146e-39 1.442142364e-38 1.651457698e-38 2.257305335e-38 2.383168114e-38 2.740195925e-38 3.340935128e-38 3.400342496e-38 4.107228799e-38 3.991810954e-38 4.476626179e-38 3.845222159e-38 4.890045001e-38 4.849996397e-38 3.953200502e-38 4.027868676e-38 4.789247846e-38 4.503101705e-38 4.65706762e-38 4.946203929e-38 4.587381069e-38 4.94657325e-38 4.768800669e-38 4.838828623e-38 5.263314193e-38 4.580165061e-38 4.47798687e-38 4.285256775e-38 4.578684606e-38 3.882134104e-38 5.187699978e-38 4.540318035e-38 4.366422345e-38 3.971329299e-38 3.834634888e-38 4.972202646e-38 4.234908514e-38 3.996229967e-38 3.764586522e-38 3.418012744e-38 3.533301327e-38 3.249107969e-38 2.740829698e-38 2.568535323e-38 1.651623268e-38 1.779385377e-38 1.599263089e-38 1.141260547e-38 8.283166394e-39 6.614932013e-39 3.616076187e-39 1.872343642e-39 5.384021078e-40 3.596982914e-41 1.811392793e-43 2.157186514e-47 1.55335654e-53 6.699755245e-62 6.429930467e-71 1.107823215e-81 3.620949221e-93 2.48103412e-105 1.452358271e-117 5.352989949e-131 2.420619754e-146 5.050513705e-158 9.74030498e-175 1.272948815e-190 3.369021597e-205 3.997758689e-222 7.32941481e-241 6.040383248e-256 2.428488535e-274 3.44551853e-296 9.221789627e-318 0 0 0 0 0 0 0 0 0 
